t,x0,y0,z0,x1,y1,z1,x2,y2,z2,x3,y3,z3,x4,y4,z4,x5,y5,z5,x6,y6,z6,x7,y7,z7,x8,y8,z8,x9,y9,z9,x10,y10,z10,x11,y11,z11,x12,y12,z12,x13,y13,z13,x14,y14,z14,x15,y15,z15,x16,y16,z16,x17,y17,z17,x18,y18,z18,x19,y19,z19,x20,y20,z20,x21,y21,z21,x22,y22,z22,x23,y23,z23,x24,y24,z24,x25,y25,z25,x26,y26,z26,x27,y27,z27,x28,y28,z28,x29,y29,z29,x30,y30,z30,x31,y31,z31,x32,y32,z32,x33,y33,z33,x34,y34,z34,x35,y35,z35,x36,y36,z36,x37,y37,z37,x38,y38,z38,x39,y39,z39,x40,y40,z40,x41,y41,z41,x42,y42,z42,x43,y43,z43,x44,y44,z44,x45,y45,z45,x46,y46,z46,x47,y47,z47,x48,y48,z48,x49,y49,z49
1.66,-4414.69,-7742.22,4635.08,6698.16,-3326.88,4636.36,-2812.97,8651.18,5042.1,9338.25,3301.01,6866.85,7992.14,6827.31,4075.47,3888.36,7409.78,917.848,6559.84,-7287.5,127.154,-3514.19,-2666.02,4383.88,939.09,1731.51,-3999.5,-8937.78,-7794.38,9259.24,7773.64,-3936.74,8836.44,7445.67,85.9989,5727.16,-8532.56,-1224.61,-5934.91,9199.02,-1833.37,7024.87,-9687.59,8589.46,4864.87,6680.8,2321.22,4105.07,-4309.72,5134.43,-4712.34,-7507.81,-4834.04,-6149.26,8518.88,-9797.61,-7975.93,-113.556,6590.97,-8098.42,-2629.79,-2115.27,-5853.79,-3852.25,2129.03,-7512.53,-1634.21,-3319.7,-6325.08,6123.76,-2918.31,9757.3,1510.84,1621.39,-6396.94,-9171.49,860.987,-9194.99,-8806.92,7952.89,2930.24,-7006.69,9314.81,946.799,7456.49,-3546.31,894.836,-8299.73,8290.66,1152.45,111.083,3648.98,3746,1069.21,-3274.38,-2984.43,9403.68,-1755.95,6856.43,7896.23,8930.21,-2949.32,-8197.83,-228.643,9274.98,-4086.81,-6348.85,-7084.59,8023.42,-81.4447,5986.38,6708.33,-9254.12,-6087.5,4174.77,2910.66,2848.86,2060.9,-567.791,-1329.06,5171.01,-8485.93,-3191.33,9310.77,4303.29,330.073,6354.27,7117.39,-7288.98,-4246.29,7173.18,9958.19,6262.76,3881.06,-8817.81,4075.46,3124.37,4777.63,1467.7,9232.26,2847.98,1774.41,8922.42,-9470.16,-3713.03,-1863.39,7903.34,-3197.74,-1510,8969.13
1.67,-4414.56,-7741.91,4635.03,6698.18,-3326.36,4636.37,-2812.87,8650.89,5041.92,9337.75,3300.49,6866.42,7991.84,6826.84,4075.34,3888.26,7409.42,917.988,6559.68,-7287.13,127.113,-3514.01,-2665.85,4383.93,929.359,1734.6,-3968.08,-8937.59,-7794.21,9259.1,7773.3,-3936.16,8836.09,7447.22,86.2329,5727.61,-8532.21,-1224.61,-5934.89,9258.27,-2024.61,7104.49,-9687.15,8589.22,4864.39,6680.53,2320.98,4105.22,-4359.42,5151.12,-4812.79,-7507.48,-4833.78,-6149.17,8518.59,-9797.39,-7975.6,-113.41,6590.82,-8098.19,-2629.32,-2115.54,-5853.75,-3852.05,2128.89,-7512.23,-1634.5,-3319.12,-6324.65,6124.04,-2918.22,9756.67,1540.82,1616.81,-6531.82,-9171.22,860.904,-9194.7,-8806.57,7952.99,2929.97,-7007.03,9314.17,947.06,7456.22,-3546.12,895.039,-8299.2,8290.76,1152.92,115.563,3647.49,3749.2,1069.2,-3274.02,-2984.34,9402.61,-1755.23,6856.15,7895.99,8929.91,-2949.2,-8197.52,-228.643,9274.77,-4086.7,-6348.46,-7084.35,7974.08,-113.213,5970.93,6708.3,-9253.91,-6087.37,4174.86,2910.59,2849.32,2060.83,-567.688,-1329.11,5171.02,-8485.64,-3191.28,9310.35,4303.16,330.293,6354.07,7117.14,-7288.77,-4246.18,7173.04,9957.88,6262.55,3881.12,-8817.47,4075.69,3124.12,4776.99,1467.74,9231.79,2847.89,1774.37,8922.09,-9469.85,-3712.52,-1863.04,7903.82,-3198.04,-1510.19,8968.02
1.68,-4414.43,-7741.59,4634.98,6698.21,-3325.84,4636.39,-2812.76,8650.59,5041.74,9337.25,3299.96,6865.99,7991.54,6826.37,4075.21,3888.16,7409.06,918.129,6559.53,-7286.76,127.072,-3513.82,-2665.67,4383.99,919.629,1737.7,-3936.66,-8937.41,-7794.03,9258.96,7772.96,-3935.58,8835.75,7448.8,86.4591,5728.07,-8531.87,-1224.62,-5934.86,9317.55,-2215.8,7184.07,-9686.71,8588.98,4863.91,6680.27,2320.74,4105.37,-4409.11,5167.81,-4913.25,-7507.16,-4833.51,-6149.07,8518.29,-9797.17,-7975.26,-113.264,6590.67,-8097.96,-2628.84,-2115.82,-5853.71,-3851.85,2128.74,-7511.93,-1634.8,-3318.54,-6324.21,6124.32,-2918.13,9756.04,1570.81,1612.22,-6666.7,-9170.94,860.822,-9194.41,-8806.22,7953.1,2929.7,-7007.37,9313.52,947.323,7455.94,-3545.92,895.242,-8298.67,8290.87,1153.39,120.045,3646,3752.39,1069.19,-3273.65,-2984.25,9401.53,-1754.54,6855.9,7895.75,8929.6,-2949.08,-8197.21,-228.643,9274.56,-4086.58,-6348.05,-7084.12,7924.73,-144.974,5955.47,6708.27,-9253.7,-6087.24,4174.95,2910.52,2849.78,2060.76,-567.585,-1329.16,5171.04,-8485.34,-3191.22,9309.92,4303.02,330.514,6353.87,7116.9,-7288.56,-4246.07,7172.89,9957.57,6262.35,3881.18,-8817.13,4075.92,3123.87,4776.34,1467.78,9231.32,2847.8,1774.33,8921.76,-9469.53,-3712,-1862.68,7904.31,-3198.34,-1510.37,8966.91
1.69,-4414.3,-7741.28,4634.93,6698.23,-3325.32,4636.4,-2812.66,8650.29,5041.56,9336.75,3299.43,6865.56,7991.24,6825.89,4075.08,3888.06,7408.7,918.271,6559.37,-7286.39,127.031,-3513.63,-2665.5,4384.05,909.898,1740.79,-3905.24,-8937.22,-7793.85,9258.81,7772.61,-3934.99,8835.4,7450.4,86.6745,5728.54,-8531.52,-1224.62,-5934.83,9376.84,-2406.97,7263.62,-9686.27,8588.74,4863.42,6680,2320.5,4105.52,-4458.81,5184.5,-5013.7,-7506.83,-4833.25,-6148.98,8518,-9796.95,-7974.92,-113.117,6590.51,-8097.73,-2628.36,-2116.1,-5853.67,-3851.65,2128.59,-7511.63,-1635.1,-3317.95,-6323.77,6124.6,-2918.04,9755.4,1600.8,1607.63,-6801.57,-9170.66,860.739,-9194.12,-8805.87,7953.21,2929.42,-7007.71,9312.87,947.588,7455.66,-3545.73,895.447,-8298.13,8290.98,1153.87,124.528,3644.51,3755.57,1069.18,-3273.28,-2984.16,9400.45,-1753.88,6855.66,7895.52,8929.29,-2948.96,-8196.89,-228.644,9274.35,-4086.47,-6347.65,-7083.88,7875.35,-176.725,5940,6708.24,-9253.49,-6087.11,4175.05,2910.45,2850.24,2060.69,-567.482,-1329.21,5171.06,-8485.04,-3191.16,9309.5,4302.89,330.737,6353.66,7116.65,-7288.35,-4245.96,7172.74,9957.25,6262.14,3881.24,-8816.78,4076.15,3123.62,4775.69,1467.82,9230.84,2847.7,1774.29,8921.42,-9469.22,-3711.48,-1862.32,7904.81,-3198.64,-1510.55,8965.78
1.7,-4414.16,-7740.96,4634.87,6698.26,-3324.79,4636.42,-2812.56,8649.99,5041.38,9336.24,3298.9,6865.12,7990.94,6825.41,4074.94,3887.96,7408.33,918.413,6559.21,-7286.02,126.99,-3513.44,-2665.32,4384.1,900.168,1743.88,-3873.81,-8937.03,-7793.67,9258.67,7772.26,-3934.4,8835.05,7452.02,86.8754,5729.02,-8531.17,-1224.62,-5934.8,9436.12,-2598.12,7343.16,-9685.83,8588.5,4862.93,6679.74,2320.25,4105.67,-4508.51,5201.19,-5114.15,-7506.5,-4832.98,-6148.88,8517.7,-9796.73,-7974.58,-112.969,6590.36,-8097.5,-2627.88,-2116.39,-5853.62,-3851.45,2128.45,-7511.32,-1635.4,-3317.36,-6323.33,6124.88,-2917.95,9754.76,1630.79,1603.05,-6936.44,-9170.37,860.655,-9193.83,-8805.52,7953.32,2929.15,-7008.06,9312.22,947.854,7455.38,-3545.53,895.653,-8297.59,8291.09,1154.35,129.013,3643.02,3758.76,1069.17,-3272.91,-2984.07,9399.36,-1753.22,6855.43,7895.28,8928.97,-2948.84,-8196.58,-228.644,9274.13,-4086.36,-6347.24,-7083.64,7825.94,-208.459,5924.51,6708.21,-9253.28,-6086.98,4175.14,2910.38,2850.7,2060.62,-567.378,-1329.26,5171.07,-8484.74,-3191.11,9309.07,4302.75,330.96,6353.46,7116.39,-7288.14,-4245.84,7172.59,9956.93,6261.93,3881.3,-8816.43,4076.38,3123.37,4775.04,1467.87,9230.37,2847.61,1774.24,8921.09,-9468.9,-3710.96,-1861.96,7905.3,-3198.94,-1510.74,8964.65
1.71,-4414.03,-7740.64,4634.82,6698.28,-3324.26,4636.43,-2812.45,8649.68,5041.2,9335.73,3298.37,6864.68,7990.63,6824.93,4074.81,3887.86,7407.96,918.557,6559.05,-7285.65,126.949,-3513.25,-2665.14,4384.16,890.438,1746.97,-3842.39,-8936.84,-7793.49,9258.53,7771.91,-3933.81,8834.7,7453.68,87.0568,5729.51,-8530.82,-1224.62,-5934.78,9495.4,-2789.25,7422.7,-9685.38,8588.26,4862.44,6679.47,2320.01,4105.82,-4558.2,5217.87,-5214.61,-7506.16,-4832.71,-6148.79,8517.4,-9796.51,-7974.23,-112.82,6590.21,-8097.27,-2627.39,-2116.67,-5853.58,-3851.25,2128.3,-7511.02,-1635.7,-3316.77,-6322.88,6125.17,-2917.85,9754.12,1660.77,1598.46,-7071.31,-9170.09,860.571,-9193.53,-8805.16,7953.43,2928.87,-7008.41,9311.56,948.121,7455.1,-3545.34,895.861,-8297.05,8291.2,1154.83,133.499,3641.52,3761.95,1069.16,-3272.53,-2983.98,9398.26,-1752.56,6855.2,7895.04,8928.66,-2948.72,-8196.26,-228.644,9273.92,-4086.24,-6346.83,-7083.4,7776.5,-240.174,5909.01,6708.18,-9253.07,-6086.85,4175.23,2910.3,2851.17,2060.55,-567.274,-1329.31,5171.09,-8484.44,-3191.05,9308.64,4302.61,331.185,6353.25,7116.14,-7287.92,-4245.73,7172.44,9956.62,6261.72,3881.36,-8816.08,4076.62,3123.12,4774.38,1467.91,9229.89,2847.52,1774.2,8920.75,-9468.58,-3710.43,-1861.6,7905.81,-3199.25,-1510.92,8963.51
1.72,-4413.89,-7740.32,4634.77,6698.31,-3323.73,4636.45,-2812.35,8649.38,5041.02,9335.22,3297.83,6864.24,7990.33,6824.44,4074.67,3887.76,7407.59,918.701,6558.89,-7285.27,126.907,-3513.06,-2664.96,4384.22,880.709,1750.06,-3810.97,-8936.65,-7793.31,9258.38,7771.56,-3933.21,8834.35,7455.35,87.2136,5730.02,-8530.47,-1224.63,-5934.75,9554.67,-2980.38,7502.23,-9684.93,8588.01,4861.94,6679.19,2319.76,4105.97,-4607.89,5234.56,-5315.06,-7505.83,-4832.44,-6148.69,8517.1,-9796.28,-7973.89,-112.671,6590.05,-8097.04,-2626.9,-2116.96,-5853.54,-3851.05,2128.16,-7510.71,-1636.01,-3316.17,-6322.44,6125.45,-2917.76,9753.47,1690.76,1593.88,-7206.17,-9169.8,860.487,-9193.24,-8804.81,7953.54,2928.59,-7008.76,9310.9,948.39,7454.82,-3545.14,896.069,-8296.5,8291.31,1155.32,137.987,3640.03,3765.14,1069.15,-3272.15,-2983.89,9397.16,-1751.91,6854.96,7894.79,8928.34,-2948.6,-8195.94,-228.644,9273.7,-4086.13,-6346.42,-7083.16,7727.03,-271.862,5893.5,6708.15,-9252.85,-6086.72,4175.32,2910.23,2851.64,2060.48,-567.169,-1329.36,5171.1,-8484.14,-3190.99,9308.21,4302.47,331.411,6353.04,7115.89,-7287.71,-4245.61,7172.29,9956.3,6261.51,3881.42,-8815.73,4076.85,3122.86,4773.72,1467.95,9229.4,2847.42,1774.16,8920.41,-9468.26,-3709.9,-1861.23,7906.31,-3199.55,-1511.11,8962.36
1.73,-4413.75,-7740,4634.71,6698.33,-3323.2,4636.47,-2812.24,8649.07,5040.84,9334.71,3297.29,6863.8,7990.02,6823.96,4074.54,3887.66,7407.22,918.845,6558.73,-7284.89,126.865,-3512.87,-2664.78,4384.28,870.979,1753.15,-3779.54,-8936.46,-7793.13,9258.24,7771.21,-3932.61,8833.99,7457.06,87.3402,5730.54,-8530.12,-1224.63,-5934.72,9613.93,-3171.51,7581.75,-9684.48,8587.77,4861.44,6678.92,2319.51,4106.13,-4657.58,5251.24,-5415.51,-7505.49,-4832.16,-6148.6,8516.8,-9796.05,-7973.54,-112.521,6589.9,-8096.81,-2626.41,-2117.25,-5853.5,-3850.84,2128.01,-7510.4,-1636.32,-3315.57,-6321.99,6125.74,-2917.67,9752.82,1720.74,1589.29,-7341.03,-9169.52,860.402,-9192.94,-8804.45,7953.65,2928.31,-7009.11,9310.23,948.661,7454.53,-3544.94,896.279,-8295.95,8291.42,1155.8,142.477,3638.54,3768.32,1069.14,-3271.78,-2983.8,9396.06,-1751.26,6854.73,7894.55,8928.02,-2948.48,-8195.61,-228.645,9273.48,-4086.01,-6346.01,-7082.92,7677.55,-303.518,5877.97,6708.12,-9252.64,-6086.58,4175.42,2910.16,2852.12,2060.41,-567.064,-1329.41,5171.12,-8483.84,-3190.93,9307.77,4302.34,331.638,6352.83,7115.63,-7287.49,-4245.5,7172.13,9955.97,6261.3,3881.48,-8815.38,4077.09,3122.61,4773.06,1467.99,9228.92,2847.33,1774.12,8920.06,-9467.94,-3709.37,-1860.86,7906.82,-3199.86,-1511.3,8961.21
1.74,-4413.62,-7739.67,4634.66,6698.36,-3322.66,4636.48,-2812.14,8648.76,5040.65,9334.19,3296.75,6863.35,7989.71,6823.46,4074.4,3887.56,7406.85,918.991,6558.57,-7284.51,126.823,-3512.67,-2664.6,4384.33,861.25,1756.24,-3748.12,-8936.27,-7792.95,9258.09,7770.86,-3932,8833.63,7458.78,87.4316,5731.07,-8529.76,-1224.63,-5934.69,9673.2,-3362.63,7661.28,-9684.03,8587.52,4860.94,6678.65,2319.26,4106.28,-4707.27,5267.92,-5515.97,-7505.15,-4831.89,-6148.5,8516.49,-9795.83,-7973.19,-112.37,6589.74,-8096.57,-2625.92,-2117.54,-5853.46,-3850.64,2127.86,-7510.09,-1636.63,-3314.96,-6321.53,6126.03,-2917.58,9752.16,1750.73,1584.7,-7475.89,-9169.23,860.317,-9192.64,-8804.09,7953.76,2928.02,-7009.46,9309.56,948.933,7454.25,-3544.74,896.491,-8295.4,8291.54,1156.3,146.968,3637.04,3771.51,1069.13,-3271.39,-2983.71,9394.95,-1750.61,6854.5,7894.3,8927.7,-2948.35,-8195.29,-228.645,9273.26,-4085.89,-6345.59,-7082.68,7628.04,-335.138,5862.42,6708.09,-9252.42,-6086.45,4175.51,2910.09,2852.59,2060.33,-566.959,-1329.47,5171.14,-8483.53,-3190.87,9307.33,4302.2,331.867,6352.62,7115.38,-7287.28,-4245.38,7171.98,9955.65,6261.08,3881.54,-8815.02,4077.33,3122.35,4772.39,1468.04,9228.43,2847.23,1774.07,8919.72,-9467.62,-3708.83,-1860.49,7907.33,-3200.17,-1511.49,8960.05
1.75,-4413.48,-7739.35,4634.6,6698.39,-3322.11,4636.5,-2812.03,8648.45,5040.47,9333.67,3296.21,6862.9,7989.4,6822.97,4074.26,3887.45,7406.47,919.137,6558.41,-7284.12,126.781,-3512.48,-2664.42,4384.39,851.521,1759.33,-3716.69,-8936.07,-7792.77,9257.94,7770.51,-3931.39,8833.26,7460.52,87.4845,5731.62,-8529.4,-1224.63,-5934.66,9732.45,-3553.74,7740.8,-9683.57,8587.27,4860.43,6678.37,2319.01,4106.43,-4756.96,5284.6,-5616.42,-7504.81,-4831.61,-6148.4,8516.19,-9795.6,-7972.84,-112.219,6589.58,-8096.33,-2625.42,-2117.83,-5853.42,-3850.43,2127.71,-7509.77,-1636.94,-3314.35,-6321.08,6126.32,-2917.48,9751.5,1780.71,1580.12,-7610.75,-9168.94,860.231,-9192.34,-8803.72,7953.87,2927.74,-7009.82,9308.88,949.207,7453.96,-3544.55,896.703,-8294.84,8291.65,1156.79,151.462,3635.55,3774.69,1069.12,-3271.01,-2983.62,9393.84,-1749.97,6854.27,7894.06,8927.38,-2948.23,-8194.96,-228.645,9273.04,-4085.78,-6345.17,-7082.43,7578.51,-366.719,5846.86,6708.07,-9252.2,-6086.32,4175.61,2910.01,2853.07,2060.26,-566.853,-1329.52,5171.15,-8483.22,-3190.81,9306.89,4302.06,332.096,6352.41,7115.12,-7287.06,-4245.27,7171.83,9955.32,6260.87,3881.6,-8814.67,4077.57,3122.09,4771.72,1468.08,9227.94,2847.13,1774.03,8919.37,-9467.29,-3708.29,-1860.12,7907.85,-3200.49,-1511.69,8958.88
1.76,-4413.34,-7739.02,4634.55,6698.42,-3321.57,4636.52,-2811.93,8648.14,5040.28,9333.15,3295.67,6862.45,7989.09,6822.48,4074.12,3887.35,7406.09,919.284,6558.24,-7283.74,126.739,-3512.28,-2664.24,4384.45,841.792,1762.41,-3685.27,-8935.88,-7792.58,9257.79,7770.16,-3930.78,8832.9,7462.28,87.4973,5732.17,-8529.04,-1224.63,-5934.63,9791.71,-3744.86,7820.32,-9683.11,8587.02,4859.92,6678.09,2318.76,4106.59,-4806.64,5301.28,-5716.87,-7504.46,-4831.34,-6148.3,8515.88,-9795.37,-7972.49,-112.067,6589.42,-8096.09,-2624.92,-2118.13,-5853.38,-3850.22,2127.57,-7509.46,-1637.25,-3313.74,-6320.62,6126.62,-2917.39,9750.83,1810.69,1575.53,-7745.61,-9168.64,860.145,-9192.04,-8803.36,7953.98,2927.45,-7010.18,9308.21,949.483,7453.67,-3544.34,896.917,-8294.28,8291.76,1157.29,155.957,3634.06,3777.88,1069.11,-3270.63,-2983.52,9392.72,-1749.32,6854.03,7893.81,8927.05,-2948.11,-8194.64,-228.646,9272.82,-4085.66,-6344.75,-7082.19,7528.97,-398.261,5831.29,6708.04,-9251.98,-6086.18,4175.7,2909.94,2853.56,2060.19,-566.747,-1329.57,5171.17,-8482.91,-3190.76,9306.45,4301.92,332.327,6352.19,7114.86,-7286.84,-4245.15,7171.67,9955,6260.65,3881.66,-8814.31,4077.81,3121.83,4771.04,1468.12,9227.45,2847.04,1773.99,8919.03,-9466.96,-3707.75,-1859.74,7908.37,-3200.8,-1511.88,8957.7
1.77,-4413.2,-7738.69,4634.49,6698.44,-3321.02,4636.54,-2811.82,8647.83,5040.09,9332.63,3295.12,6862,7988.77,6821.98,4073.98,3887.25,7405.71,919.432,6558.08,-7283.35,126.696,-3512.08,-2664.05,4384.51,832.063,1765.5,-3653.84,-8935.68,-7792.39,9257.64,7769.8,-3930.16,8832.53,7464.04,87.4704,5732.74,-8528.67,-1224.64,-5934.6,9850.96,-3935.97,7899.84,-9682.65,8586.77,4859.41,6677.81,2318.5,4106.74,-4856.33,5317.96,-5817.32,-7504.12,-4831.06,-6148.2,8515.57,-9795.14,-7972.13,-111.914,6589.26,-8095.86,-2624.42,-2118.42,-5853.34,-3850.01,2127.42,-7509.14,-1637.56,-3313.12,-6320.16,6126.91,-2917.29,9750.16,1840.68,1570.95,-7880.46,-9168.35,860.059,-9191.73,-8802.99,7954.1,2927.16,-7010.54,9307.52,949.76,7453.38,-3544.14,897.132,-8293.72,8291.88,1157.79,160.453,3632.56,3781.06,1069.1,-3270.24,-2983.43,9391.6,-1748.67,6853.8,7893.56,8926.73,-2947.98,-8194.31,-228.646,9272.59,-4085.54,-6344.33,-7081.94,7479.43,-429.765,5815.71,6708.01,-9251.76,-6086.05,4175.8,2909.87,2854.04,2060.11,-566.64,-1329.62,5171.19,-8482.6,-3190.7,9306.01,4301.77,332.559,6351.98,7114.59,-7286.62,-4245.03,7171.52,9954.67,6260.43,3881.72,-8813.95,4078.05,3121.57,4770.36,1468.17,9226.96,2846.94,1773.94,8918.67,-9466.63,-3707.2,-1859.36,7908.9,-3201.12,-1512.08,8956.52
1.78,-4413.06,-7738.35,4634.44,6698.47,-3320.47,4636.56,-2811.71,8647.52,5039.91,9332.1,3294.57,6861.54,7988.46,6821.48,4073.84,3887.14,7405.33,919.581,6557.91,-7282.96,126.653,-3511.89,-2663.87,4384.57,822.335,1768.59,-3622.42,-8935.49,-7792.21,9257.49,7769.45,-3929.54,8832.16,7465.8,87.4061,5733.31,-8528.31,-1224.64,-5934.58,9910.2,-4127.07,7979.36,-9682.18,8586.52,4858.9,6677.52,2318.25,4106.9,-4906.01,5334.63,-5917.77,-7503.77,-4830.77,-6148.1,8515.26,-9794.9,-7971.78,-111.761,6589.1,-8095.61,-2623.91,-2118.72,-5853.3,-3849.8,2127.27,-7508.82,-1637.88,-3312.5,-6319.7,6127.21,-2917.2,9749.49,1870.66,1566.36,-8015.31,-9168.05,859.972,-9191.42,-8802.62,7954.21,2926.87,-7010.91,9306.84,950.038,7453.09,-3543.94,897.348,-8293.15,8292,1158.29,164.951,3631.06,3784.24,1069.09,-3269.85,-2983.34,9390.48,-1748.02,6853.56,7893.31,8926.4,-2947.86,-8193.97,-228.646,9272.37,-4085.42,-6343.9,-7081.69,7429.88,-461.233,5800.13,6707.98,-9251.54,-6085.91,4175.9,2909.79,2854.53,2060.04,-566.533,-1329.67,5171.2,-8482.29,-3190.64,9305.56,4301.63,332.792,6351.76,7114.33,-7286.4,-4244.91,7171.36,9954.34,6260.21,3881.79,-8813.58,4078.3,3121.3,4769.68,1468.21,9226.46,2846.84,1773.9,8918.32,-9466.3,-3706.65,-1858.98,7909.42,-3201.44,-1512.28,8955.32
1.79,-4412.92,-7738.02,4634.38,6698.5,-3319.92,4636.58,-2811.6,8647.2,5039.72,9331.57,3294.02,6861.09,7988.14,6820.97,4073.7,3887.04,7404.95,919.73,6557.74,-7282.57,126.61,-3511.69,-2663.68,4384.63,812.607,1771.67,-3590.99,-8935.29,-7792.02,9257.34,7769.09,-3928.92,8831.78,7467.56,87.3077,5733.88,-8527.94,-1224.64,-5934.55,9969.44,-4318.18,8058.87,-9681.72,8586.26,4858.38,6677.24,2317.99,4107.05,-4955.7,5351.31,-6018.22,-7503.42,-4830.49,-6148,8514.94,-9794.67,-7971.42,-111.607,6588.94,-8095.37,-2623.4,-2119.02,-5853.26,-3849.59,2127.12,-7508.5,-1638.2,-3311.88,-6319.23,6127.51,-2917.11,9748.82,1900.64,1561.78,-8150.16,-9167.75,859.885,-9191.12,-8802.25,7954.33,2926.58,-7011.27,9306.15,950.318,7452.79,-3543.74,897.566,-8292.58,8292.11,1158.79,169.451,3629.57,3787.42,1069.08,-3269.46,-2983.24,9389.35,-1747.38,6853.32,7893.05,8926.07,-2947.73,-8193.64,-228.647,9272.14,-4085.3,-6343.47,-7081.44,7380.34,-492.669,5784.54,6707.95,-9251.32,-6085.77,4175.99,2909.72,2855.02,2059.96,-566.426,-1329.73,5171.22,-8481.98,-3190.58,9305.11,4301.49,333.026,6351.55,7114.07,-7286.18,-4244.79,7171.2,9954,6259.99,3881.85,-8813.22,4078.54,3121.04,4768.99,1468.26,9225.96,2846.74,1773.85,8917.97,-9465.97,-3706.1,-1858.6,7909.96,-3201.77,-1512.47,8954.13
1.8,-4412.77,-7737.68,4634.33,6698.53,-3319.36,4636.6,-2811.5,8646.88,5039.53,9331.04,3293.47,6860.63,7987.82,6820.47,4073.56,3886.93,7404.56,919.88,6557.58,-7282.17,126.567,-3511.49,-2663.49,4384.69,802.879,1774.75,-3559.56,-8935.09,-7791.83,9257.19,7768.74,-3928.29,8831.41,7469.32,87.179,5734.45,-8527.57,-1224.64,-5934.52,10028.7,-4509.28,8138.39,-9681.25,8586.01,4857.86,6676.95,2317.73,4107.21,-5005.38,5367.98,-6118.66,-7503.07,-4830.21,-6147.9,8514.63,-9794.43,-7971.05,-111.453,6588.77,-8095.13,-2622.89,-2119.32,-5853.22,-3849.38,2126.97,-7508.18,-1638.52,-3311.25,-6318.76,6127.82,-2917.01,9748.13,1930.62,1557.19,-8285.01,-9167.45,859.797,-9190.81,-8801.87,7954.44,2926.28,-7011.64,9305.45,950.6,7452.5,-3543.53,897.785,-8292.01,8292.23,1159.3,173.953,3628.07,3790.61,1069.06,-3269.07,-2983.15,9388.21,-1746.73,6853.09,7892.8,8925.74,-2947.6,-8193.3,-228.647,9271.91,-4085.18,-6343.04,-7081.19,7330.8,-524.078,5768.94,6707.91,-9251.09,-6085.63,4176.09,2909.64,2855.51,2059.89,-566.318,-1329.78,5171.24,-8481.66,-3190.51,9304.66,4301.34,333.262,6351.33,7113.8,-7285.96,-4244.68,7171.04,9953.67,6259.77,3881.91,-8812.85,4078.79,3120.77,4768.3,1468.3,9225.46,2846.64,1773.81,8917.61,-9465.63,-3705.54,-1858.22,7910.49,-3202.09,-1512.67,8952.92
1.81,-4412.63,-7737.35,4634.27,6698.56,-3318.8,4636.62,-2811.39,8646.56,5039.33,9330.5,3292.91,6860.16,7987.5,6819.96,4073.42,3886.83,7404.17,920.031,6557.41,-7281.78,126.523,-3511.29,-2663.31,4384.75,793.151,1777.83,-3528.13,-8934.89,-7791.64,9257.04,7768.38,-3927.66,8831.03,7471.07,87.0238,5735.03,-8527.2,-1224.64,-5934.49,10087.9,-4700.37,8217.9,-9680.77,8585.75,4857.34,6676.66,2317.47,4107.36,-5055.05,5384.65,-6219.11,-7502.72,-4829.92,-6147.8,8514.31,-9794.19,-7970.69,-111.297,6588.61,-8094.89,-2622.37,-2119.63,-5853.18,-3849.17,2126.82,-7507.86,-1638.84,-3310.62,-6318.29,6128.12,-2916.92,9747.45,1960.6,1552.61,-8419.85,-9167.15,859.71,-9190.49,-8801.5,7954.56,2925.99,-7012.01,9304.75,950.884,7452.2,-3543.32,898.005,-8291.43,8292.35,1159.81,178.456,3626.57,3793.79,1069.05,-3268.67,-2983.05,9387.08,-1746.08,6852.84,7892.54,8925.4,-2947.48,-8192.97,-228.648,9271.69,-4085.06,-6342.61,-7080.93,7281.27,-555.462,5753.35,6707.88,-9250.87,-6085.5,4176.19,2909.57,2856.01,2059.81,-566.21,-1329.83,5171.26,-8481.34,-3190.45,9304.2,4301.2,333.498,6351.11,7113.53,-7285.73,-4244.55,7170.88,9953.33,6259.55,3881.98,-8812.48,4079.04,3120.5,4767.6,1468.35,9224.95,2846.54,1773.76,8917.25,-9465.3,-3704.98,-1857.83,7911.03,-3202.42,-1512.88,8951.7
