t,x0,y0,z0,x1,y1,z1,x2,y2,z2,x3,y3,z3,x4,y4,z4,x5,y5,z5,x6,y6,z6,x7,y7,z7,x8,y8,z8,x9,y9,z9,x10,y10,z10,x11,y11,z11,x12,y12,z12,x13,y13,z13,x14,y14,z14,x15,y15,z15,x16,y16,z16,x17,y17,z17,x18,y18,z18,x19,y19,z19,x20,y20,z20,x21,y21,z21,x22,y22,z22,x23,y23,z23,x24,y24,z24,x25,y25,z25,x26,y26,z26,x27,y27,z27,x28,y28,z28,x29,y29,z29,x30,y30,z30,x31,y31,z31,x32,y32,z32,x33,y33,z33,x34,y34,z34,x35,y35,z35,x36,y36,z36,x37,y37,z37,x38,y38,z38,x39,y39,z39,x40,y40,z40,x41,y41,z41,x42,y42,z42,x43,y43,z43,x44,y44,z44,x45,y45,z45,x46,y46,z46,x47,y47,z47,x48,y48,z48,x49,y49,z49
8.95,-4117.45,-7034.15,4437.53,6628.22,-2242.26,4695.62,-2624.21,8030.92,4687.45,8229.26,2447.75,5966.74,7288.8,5786.87,3759.99,3691.56,6652.24,1274.47,6190.13,-6487.11,34.35,-3227.77,-2360.28,4446.1,-5867.71,3881.77,18849.7,-8529.38,-7406.04,8920.84,5330.68,5446.37,3545.22,8223.66,-543.786,6069.73,-7787.25,-1266.56,-5869.75,52315.6,-141060,64937.3,-8593.82,8081.32,3583.87,5794.66,2059.96,4252.28,-40424.6,17203.4,-77808.5,-6807.73,-4268.76,-5900.23,7803.62,-9286.82,-7154.84,212.306,6353.52,-7684.88,-39679.6,8457.5,24080.9,-3542.91,1819.5,-6926.59,-38848.1,2027.08,24051.6,5503.32,798.916,7495.79,23333.3,-1710.95,-104540,-8556.11,661.382,-8537.28,-7626.06,8201.57,1747.57,-7422.22,8406.64,2264.28,6817.76,-3165.77,1339.31,-8045.72,7975.25,2292.76,3975.19,2374.27,5674,1046.14,-2590.14,-2686.27,7627.54,-667.319,6096.62,7373.45,8253.76,-2689.04,-7545.68,-214.094,8793.31,-3914.41,-5476.71,-6540.5,-27831.2,-22544.6,-5406.05,6687.11,-8819.06,-5849.13,5966.06,1490.6,10582.3,1917.71,-517.308,-1236.92,5208.08,-7852.25,-3060.45,8362.39,4037.91,818.461,5917.88,6571.7,-6861.6,-4005.25,6828.22,9256.24,5837.79,4064.51,-8094.66,-24813.8,34178.4,12964.2,1588.44,8211.46,2662.91,1667.8,8176.63,-8783.59,-212497,62246.9,395018,-9836.75,-7726.27,-12272.4
8.96,-4116.83,-7032.58,4437.06,6628.18,-2239.68,4695.93,-2623.83,8029.61,4686.7,8226.56,2445.79,5964.76,7287.15,5784.43,3759.3,3691.16,6650.64,1275.34,6189.31,-6485.31,34.1314,-3227.21,-2359.68,4446.04,-5876.81,3884.7,18880.6,-8528.5,-7405.18,8920.07,5317.63,5517.3,3503.11,8222.3,-546.626,6070.93,-7785.64,-1266.73,-5869.61,52374.7,-141251,65016.8,-8590.96,8080.3,3580.37,5792.77,2059.62,4252.92,-40474.1,17219.9,-77908.7,-6806.3,-4267.62,-5899.62,7801.85,-9285.58,-7152.77,213.115,6353.12,-7684.02,-39790.7,8490.09,24169.5,-3542.34,1818.86,-6925.33,-38957.2,2041.22,24140.4,5491.82,830.515,7487.24,23363.2,-1715.52,-104675,-8554.75,660.868,-8535.75,-7622.97,8200.59,1744.96,-7424.93,8403.64,2265.57,6816.37,-3164.89,1340.33,-8044.21,7976.97,2297.66,3981.62,2372.27,5676.06,1046.22,-2588.66,-2685.43,7625.25,-663.356,6094.07,7372.27,8252.23,-2688.44,-7544.34,-213.995,8792.25,-3914.25,-5474.87,-6539.29,-27880.2,-22575.2,-5421.65,6687.21,-8818.15,-5848.75,5972.89,1485.07,10609.3,1917.48,-517.391,-1236.64,5208.19,-7850.85,-3060.15,8360.24,4037.34,819.646,5916.89,6570.43,-6860.67,-4004.71,6827.45,9254.67,5836.86,4065.04,-8092.99,-24929.9,34303.4,13001.1,1588.77,8209.18,2662.52,1667.53,8174.9,-8781.99,-212924,62377.5,395808,-9849.49,-7738.26,-12314.3
8.97,-4116.2,-7031.01,4436.59,6628.13,-2237.09,4696.23,-2623.45,8028.29,4685.96,8223.85,2443.84,5962.78,7285.49,5781.99,3758.61,3690.76,6649.03,1276.21,6188.48,-6483.51,33.9124,-3226.65,-2359.07,4445.98,-5885.91,3887.63,18911.6,-8527.62,-7404.31,8919.3,5304.58,5588.22,3460.99,8220.91,-549.47,6072.12,-7784.03,-1266.9,-5869.46,52433.9,-141442,65096.2,-8588.1,8079.27,3576.86,5790.88,2059.28,4253.56,-40523.6,17236.4,-78008.9,-6804.88,-4266.47,-5899.02,7800.08,-9284.35,-7150.71,213.925,6352.72,-7683.15,-39901.8,8522.69,24258.2,-3541.77,1818.22,-6924.07,-39066.3,2055.35,24229.3,5480.33,862.115,7478.68,23393.1,-1720.09,-104810,-8553.38,660.353,-8534.21,-7619.89,8199.61,1742.38,-7427.66,8400.61,2266.84,6814.97,-3164.02,1341.36,-8042.68,7978.71,2302.55,3988.06,2370.28,5678.11,1046.31,-2587.18,-2684.58,7622.99,-659.387,6091.51,7371.08,8250.7,-2687.84,-7543,-213.897,8791.19,-3914.1,-5473.04,-6538.08,-27929.1,-22605.7,-5437.24,6687.3,-8817.24,-5848.37,5979.71,1479.54,10636.2,1917.25,-517.476,-1236.36,5208.3,-7849.44,-3059.85,8358.08,4036.77,820.834,5915.91,6569.17,-6859.73,-4004.18,6826.68,9253.09,5835.93,4065.56,-8091.33,-25046,34428.5,13037.9,1589.11,8206.9,2662.13,1667.27,8173.17,-8780.39,-213351,62508,396598,-9862.22,-7750.25,-12356.3
8.98,-4115.57,-7029.44,4436.13,6628.09,-2234.5,4696.54,-2623.07,8026.97,4685.22,8221.13,2441.88,5960.8,7283.84,5779.55,3757.92,3690.36,6647.42,1277.08,6187.66,-6481.7,33.6932,-3226.09,-2358.46,4445.93,-5895.01,3890.55,18942.5,-8526.73,-7403.45,8918.53,5291.53,5659.14,3418.88,8219.49,-552.316,6073.32,-7782.41,-1267.07,-5869.32,52493,-141633,65175.6,-8585.23,8078.25,3573.35,5788.99,2058.93,4254.21,-40573.1,17253,-78109.1,-6803.46,-4265.32,-5898.41,7798.3,-9283.11,-7148.64,214.736,6352.33,-7682.29,-40012.9,8555.28,24346.8,-3541.2,1817.58,-6922.82,-39175.4,2069.49,24318.2,5468.84,893.716,7470.12,23423.1,-1724.66,-104944,-8552,659.837,-8532.68,-7616.81,8198.64,1739.85,-7430.42,8397.56,2268.09,6813.57,-3163.14,1342.38,-8041.12,7980.46,2307.42,3994.5,2368.28,5680.15,1046.39,-2585.7,-2683.74,7620.75,-655.411,6088.95,7369.9,8249.16,-2687.24,-7541.66,-213.798,8790.13,-3913.94,-5471.2,-6536.86,-27978.1,-22636.3,-5452.84,6687.4,-8816.32,-5847.99,5986.54,1474.01,10663.1,1917.02,-517.56,-1236.08,5208.42,-7848.03,-3059.55,8355.92,4036.2,822.023,5914.92,6567.9,-6858.79,-4003.64,6825.9,9251.51,5835.01,4066.09,-8089.66,-25162.1,34553.5,13074.7,1589.45,8204.62,2661.74,1667,8171.43,-8778.79,-213779,62638.6,397388,-9874.95,-7762.25,-12398.3
8.99,-4114.95,-7027.87,4435.66,6628.05,-2231.9,4696.85,-2622.69,8025.65,4684.47,8218.42,2439.92,5958.81,7282.18,5777.11,3757.23,3689.96,6645.81,1277.95,6186.83,-6479.89,33.4736,-3225.53,-2357.86,4445.87,-5904.12,3893.48,18973.4,-8525.85,-7402.58,8917.75,5278.49,5730.06,3376.76,8218.04,-555.165,6074.51,-7780.8,-1267.24,-5869.18,52552.1,-141824,65255.1,-8582.35,8077.22,3569.82,5787.1,2058.59,4254.86,-40622.6,17269.5,-78209.3,-6802.03,-4264.17,-5897.81,7796.52,-9281.87,-7146.57,215.549,6351.93,-7681.42,-40124,8587.87,24435.4,-3540.62,1816.94,-6921.56,-39284.5,2083.62,24407,5457.35,925.318,7461.56,23453,-1729.23,-105079,-8550.63,659.321,-8531.14,-7613.73,8197.67,1737.36,-7433.2,8394.5,2269.31,6812.17,-3162.26,1343.4,-8039.53,7982.22,2312.29,4000.95,2366.29,5682.2,1046.47,-2584.22,-2682.89,7618.53,-651.428,6086.39,7368.71,8247.63,-2686.64,-7540.31,-213.698,8789.06,-3913.79,-5469.36,-6535.65,-28027.1,-22666.8,-5468.43,6687.5,-8815.41,-5847.61,5993.36,1468.47,10690,1916.79,-517.646,-1235.81,5208.53,-7846.63,-3059.25,8353.76,4035.62,823.215,5913.93,6566.63,-6857.85,-4003.1,6825.13,9249.93,5834.08,4066.62,-8087.99,-25278.2,34678.6,13111.5,1589.79,8202.34,2661.35,1666.74,8169.69,-8777.18,-214206,62769.1,398178,-9887.67,-7774.24,-12440.2
9,-4114.32,-7026.3,4435.19,6628.01,-2229.3,4697.16,-2622.31,8024.33,4683.73,8215.69,2437.95,5956.83,7280.51,5774.66,3756.54,3689.56,6644.2,1278.83,6186,-6478.09,33.2536,-3224.97,-2357.25,4445.81,-5913.22,3896.41,19004.3,-8524.96,-7401.71,8916.98,5265.44,5800.97,3334.64,8216.57,-558.017,6075.71,-7779.18,-1267.41,-5869.03,52611.3,-142015,65334.5,-8579.47,8076.2,3566.29,5785.21,2058.25,4255.51,-40672.1,17286,-78309.6,-6800.6,-4263.02,-5897.2,7794.74,-9280.63,-7144.5,216.363,6351.53,-7680.56,-40235.1,8620.46,24524.1,-3540.05,1816.3,-6920.3,-39393.6,2097.76,24495.9,5445.86,956.92,7452.99,23482.9,-1733.8,-105213,-8549.26,658.804,-8529.6,-7610.65,8196.7,1734.91,-7436.01,8391.41,2270.51,6810.76,-3161.37,1344.43,-8037.93,7984,2317.14,4007.4,2364.29,5684.25,1046.55,-2582.74,-2682.04,7616.34,-647.44,6083.82,7367.52,8246.09,-2686.04,-7538.97,-213.599,8788,-3913.64,-5467.52,-6534.43,-28076.1,-22697.3,-5484.03,6687.61,-8814.5,-5847.24,6000.19,1462.94,10716.9,1916.56,-517.731,-1235.53,5208.65,-7845.22,-3058.95,8351.6,4035.05,824.408,5912.95,6565.35,-6856.91,-4002.57,6824.35,9248.35,5833.15,4067.16,-8086.32,-25394.3,34803.6,13148.4,1590.13,8200.05,2660.96,1666.47,8167.95,-8775.57,-214633,62899.6,398968,-9900.4,-7786.22,-12482.2
9.01,-4113.69,-7024.73,4434.72,6627.98,-2226.7,4697.47,-2621.93,8023.01,4682.98,8212.97,2435.99,5954.84,7278.84,5772.21,3755.84,3689.16,6642.58,1279.71,6185.17,-6476.28,33.0334,-3224.41,-2356.64,4445.75,-5922.32,3899.34,19035.2,-8524.07,-7400.84,8916.2,5252.4,5871.89,3292.53,8215.06,-560.871,6076.9,-7777.57,-1267.58,-5868.89,52670.4,-142206,65413.9,-8576.58,8075.17,3562.75,5783.32,2057.91,4256.16,-40721.6,17302.6,-78409.8,-6799.17,-4261.87,-5896.59,7792.96,-9279.39,-7142.42,217.178,6351.13,-7679.69,-40346.2,8653.05,24612.7,-3539.48,1815.65,-6919.04,-39502.8,2111.89,24584.7,5434.37,988.523,7444.42,23512.8,-1738.37,-105348,-8547.88,658.286,-8528.06,-7607.57,8195.74,1732.51,-7438.84,8388.3,2271.69,6809.36,-3160.49,1345.45,-8036.29,7985.8,2321.99,4013.85,2362.29,5686.29,1046.64,-2581.26,-2681.19,7614.17,-643.446,6081.26,7366.33,8244.56,-2685.44,-7537.62,-213.499,8786.93,-3913.49,-5465.67,-6533.21,-28125.1,-22727.9,-5499.62,6687.71,-8813.59,-5846.86,6007.01,1457.41,10743.8,1916.33,-517.818,-1235.25,5208.76,-7843.81,-3058.65,8349.43,4034.48,825.602,5911.96,6564.08,-6855.97,-4002.03,6823.58,9246.77,5832.21,4067.69,-8084.65,-25510.3,34928.6,13185.2,1590.47,8197.76,2660.56,1666.21,8166.2,-8773.96,-215060,63030.2,399758,-9913.13,-7798.21,-12524.1
9.02,-4113.06,-7023.15,4434.24,6627.94,-2224.09,4697.78,-2621.55,8021.69,4682.24,8210.24,2434.02,5952.85,7277.17,5769.76,3755.15,3688.77,6640.97,1280.59,6184.35,-6474.46,32.8129,-3223.84,-2356.03,4445.69,-5931.42,3902.27,19066.1,-8523.18,-7399.97,8915.42,5239.35,5942.8,3250.41,8213.52,-563.728,6078.09,-7775.95,-1267.75,-5868.75,52729.5,-142397,65493.3,-8573.68,8074.14,3559.19,5781.43,2057.57,4256.82,-40771.1,17319.1,-78510,-6797.74,-4260.71,-5895.99,7791.17,-9278.15,-7140.34,217.995,6350.74,-7678.83,-40457.3,8685.64,24701.4,-3538.9,1815.01,-6917.77,-39611.9,2126.03,24673.6,5422.88,1020.13,7435.85,23542.7,-1742.94,-105483,-8546.51,657.768,-8526.52,-7604.49,8194.78,1730.14,-7441.7,8385.16,2272.85,6807.96,-3159.6,1346.48,-8034.64,7987.61,2326.83,4020.31,2360.29,5688.33,1046.72,-2579.77,-2680.34,7612.02,-639.447,6078.69,7365.14,8243.02,-2684.83,-7536.27,-213.399,8785.87,-3913.33,-5463.83,-6531.99,-28174.1,-22758.4,-5515.22,6687.81,-8812.67,-5846.48,6013.83,1451.88,10770.8,1916.1,-517.905,-1234.97,5208.88,-7842.39,-3058.35,8347.27,4033.9,826.799,5910.97,6562.8,-6855.03,-4001.49,6822.8,9245.18,5831.28,4068.22,-8082.97,-25626.4,35053.7,13222,1590.81,8195.47,2660.17,1665.94,8164.46,-8772.35,-215487,63160.7,400548,-9925.86,-7810.2,-12566.1
9.03,-4112.43,-7021.58,4433.77,6627.9,-2221.48,4698.09,-2621.17,8020.37,4681.49,8207.51,2432.05,5950.86,7275.49,5767.3,3754.45,3688.37,6639.35,1281.47,6183.52,-6472.65,32.592,-3223.28,-2355.42,4445.63,-5940.51,3905.19,19097,-8522.3,-7399.1,8914.65,5226.31,6013.71,3208.29,8211.95,-566.586,6079.28,-7774.33,-1267.92,-5868.6,52788.7,-142587,65572.8,-8570.78,8073.12,3555.63,5779.54,2057.23,4257.47,-40820.6,17335.6,-78610.2,-6796.31,-4259.56,-5895.38,7789.39,-9276.9,-7138.25,218.812,6350.34,-7677.96,-40568.4,8718.23,24790,-3538.33,1814.37,-6916.51,-39721,2140.16,24762.5,5411.39,1051.73,7427.27,23572.7,-1747.51,-105617,-8545.13,657.249,-8524.97,-7601.42,8193.83,1727.81,-7444.58,8382.01,2273.99,6806.55,-3158.72,1347.51,-8032.95,7989.44,2331.65,4026.77,2358.29,5690.37,1046.81,-2578.28,-2679.48,7609.9,-635.443,6076.11,7363.94,8241.47,-2684.23,-7534.92,-213.299,8784.8,-3913.18,-5461.98,-6530.77,-28223.1,-22788.9,-5530.81,6687.92,-8811.76,-5846.11,6020.65,1446.34,10797.7,1915.87,-517.992,-1234.69,5208.99,-7840.98,-3058.05,8345.1,4033.33,827.998,5909.97,6561.53,-6854.09,-4000.95,6822.02,9243.59,5830.35,4068.76,-8081.3,-25742.5,35178.7,13258.8,1591.15,8193.17,2659.78,1665.68,8162.71,-8770.73,-215914,63291.3,401338,-9938.59,-7822.19,-12608.1
9.04,-4111.8,-7020,4433.3,6627.86,-2218.87,4698.4,-2620.78,8019.04,4680.74,8204.77,2430.08,5948.87,7273.81,5764.85,3753.76,3687.97,6637.73,1282.35,6182.69,-6470.83,32.3708,-3222.72,-2354.81,4445.56,-5949.61,3908.12,19127.9,-8521.41,-7398.22,8913.87,5213.27,6084.62,3166.17,8210.35,-569.445,6080.46,-7772.71,-1268.09,-5868.46,52847.8,-142778,65652.2,-8567.87,8072.09,3552.06,5777.65,2056.89,4258.13,-40870.1,17352.2,-78710.4,-6794.88,-4258.4,-5894.77,7787.59,-9275.66,-7136.17,219.631,6349.95,-7677.09,-40679.6,8750.82,24878.7,-3537.75,1813.73,-6915.25,-39830.1,2154.3,24851.3,5399.91,1083.34,7418.68,23602.6,-1752.08,-105752,-8543.75,656.729,-8523.43,-7598.34,8192.87,1725.53,-7447.48,8378.84,2275.11,6805.14,-3157.83,1348.54,-8031.25,7991.28,2336.47,4033.23,2356.29,5692.41,1046.89,-2576.8,-2678.63,7607.8,-631.433,6073.54,7362.75,8239.93,-2683.62,-7533.57,-213.198,8783.73,-3913.03,-5460.14,-6529.55,-28272.1,-22819.5,-5546.4,6688.02,-8810.84,-5845.73,6027.48,1440.81,10824.6,1915.64,-518.08,-1234.41,5209.11,-7839.57,-3057.75,8342.92,4032.75,829.198,5908.98,6560.25,-6853.15,-4000.41,6821.25,9242.01,5829.41,4069.29,-8079.62,-25858.6,35303.7,13295.7,1591.5,8190.88,2659.38,1665.41,8160.96,-8769.11,-216341,63421.8,402128,-9951.31,-7834.18,-12650
9.05,-4111.17,-7018.42,4432.83,6627.82,-2216.25,4698.71,-2620.4,8017.72,4679.99,8202.03,2428.1,5946.87,7272.13,5762.39,3753.06,3687.58,6636.11,1283.24,6181.86,-6469.02,32.1492,-3222.15,-2354.2,4445.5,-5958.71,3911.05,19158.8,-8520.51,-7397.35,8913.09,5200.23,6155.53,3124.05,8208.72,-572.305,6081.65,-7771.08,-1268.26,-5868.32,52906.9,-142969,65731.6,-8564.96,8071.06,3548.48,5775.75,2056.54,4258.79,-40919.7,17368.7,-78810.6,-6793.45,-4257.24,-5894.16,7785.8,-9274.41,-7134.08,220.452,6349.55,-7676.22,-40790.7,8783.41,24967.3,-3537.18,1813.09,-6913.98,-39939.2,2168.43,24940.2,5388.42,1114.94,7410.1,23632.5,-1756.65,-105886,-8542.37,656.208,-8521.88,-7595.27,8191.92,1723.28,-7450.41,8375.64,2276.2,6803.74,-3156.94,1349.57,-8029.51,7993.13,2341.28,4039.69,2354.29,5694.45,1046.98,-2575.31,-2677.77,7605.73,-627.42,6070.96,7361.55,8238.39,-2683.02,-7532.22,-213.098,8782.66,-3912.88,-5458.29,-6528.33,-28321.1,-22850,-5562,6688.13,-8809.93,-5845.36,6034.3,1435.28,10851.4,1915.41,-518.168,-1234.13,5209.23,-7838.15,-3057.45,8340.75,4032.18,830.4,5907.99,6558.97,-6852.2,-3999.87,6820.47,9240.41,5828.48,4069.83,-8077.93,-25974.7,35428.8,13332.5,1591.84,8188.58,2658.99,1665.14,8159.21,-8767.49,-216769,63552.3,402918,-9964.04,-7846.16,-12692
9.06,-4110.54,-7016.84,4432.36,6627.79,-2213.62,4699.02,-2620.02,8016.39,4679.24,8199.29,2426.13,5944.88,7270.44,5759.92,3752.36,3687.18,6634.49,1284.12,6181.02,-6467.2,31.9274,-3221.58,-2353.58,4445.44,-5967.81,3913.98,19189.7,-8519.62,-7396.48,8912.31,5187.18,6226.43,3081.93,8207.06,-575.167,6082.83,-7769.46,-1268.43,-5868.17,52966.1,-143160,65811.1,-8562.03,8070.03,3544.89,5773.86,2056.2,4259.45,-40969.2,17385.2,-78910.8,-6792.01,-4256.08,-5893.56,7784,-9273.15,-7131.98,221.273,6349.15,-7675.35,-40901.8,8816,25056,-3536.6,1812.44,-6912.71,-40048.4,2182.57,25029,5376.94,1146.55,7401.51,23662.4,-1761.22,-106021,-8540.99,655.687,-8520.33,-7592.21,8190.98,1721.08,-7453.36,8372.42,2277.28,6802.33,-3156.05,1350.6,-8027.76,7995.01,2346.08,4046.16,2352.28,5696.48,1047.07,-2573.81,-2676.91,7603.68,-623.402,6068.39,7360.36,8236.84,-2682.41,-7530.87,-212.996,8781.59,-3912.73,-5456.44,-6527.11,-28370.1,-22880.5,-5577.59,6688.24,-8809.01,-5844.99,6041.12,1429.74,10878.3,1915.18,-518.258,-1233.85,5209.34,-7836.73,-3057.15,8338.57,4031.6,831.603,5906.99,6557.69,-6851.26,-3999.33,6819.69,9238.82,5827.54,4070.37,-8076.25,-26090.8,35553.8,13369.3,1592.19,8186.28,2658.59,1664.87,8157.45,-8765.87,-217196,63682.9,403708,-9976.76,-7858.15,-12733.9
9.07,-4109.91,-7015.25,4431.89,6627.75,-2210.99,4699.34,-2619.64,8015.06,4678.49,8196.54,2424.15,5942.88,7268.75,5757.46,3751.66,3686.79,6632.87,1285.01,6180.19,-6465.37,31.7052,-3221.02,-2352.97,4445.38,-5976.91,3916.9,19220.6,-8518.73,-7395.6,8911.53,5174.14,6297.33,3039.81,8205.37,-578.028,6084.01,-7767.83,-1268.6,-5868.03,53025.2,-143351,65890.5,-8559.1,8069.01,3541.29,5771.97,2055.86,4260.12,-41018.7,17401.8,-79011,-6790.57,-4254.92,-5892.95,7782.2,-9271.9,-7129.88,222.096,6348.76,-7674.48,-41012.9,8848.59,25144.6,-3536.03,1811.8,-6911.45,-40157.5,2196.71,25117.9,5365.46,1178.15,7392.91,23692.4,-1765.79,-106155,-8539.6,655.165,-8518.78,-7589.14,8190.03,1718.92,-7456.34,8369.19,2278.33,6800.92,-3155.16,1351.63,-8025.97,7996.89,2350.86,4052.64,2350.28,5698.52,1047.15,-2572.32,-2676.05,7601.65,-619.381,6065.81,7359.16,8235.29,-2681.8,-7529.52,-212.895,8780.52,-3912.58,-5454.59,-6525.89,-28419.1,-22911.1,-5593.19,6688.34,-8808.1,-5844.61,6047.94,1424.21,10905.2,1914.95,-518.347,-1233.57,5209.46,-7835.31,-3056.85,8336.39,4031.03,832.809,5906,6556.4,-6850.32,-3998.79,6818.91,9237.23,5826.61,4070.91,-8074.57,-26206.9,35678.8,13406.1,1592.54,8183.97,2658.2,1664.61,8155.7,-8764.25,-217623,63813.4,404498,-9989.49,-7870.13,-12775.9
9.08,-4109.28,-7013.67,4431.41,6627.72,-2208.36,4699.65,-2619.26,8013.73,4677.74,8193.79,2422.16,5940.88,7267.06,5754.99,3750.96,3686.39,6631.25,1285.9,6179.36,-6463.55,31.4827,-3220.45,-2352.36,4445.31,-5986.01,3919.83,19251.5,-8517.84,-7394.73,8910.75,5161.1,6368.23,2997.68,8203.65,-580.89,6085.19,-7766.2,-1268.78,-5867.89,53084.3,-143542,65969.9,-8556.17,8067.98,3537.67,5770.07,2055.52,4260.78,-41068.2,17418.3,-79111.2,-6789.14,-4253.76,-5892.34,7780.4,-9270.65,-7127.78,222.92,6348.36,-7673.61,-41124,8881.18,25233.2,-3535.45,1811.16,-6910.18,-40266.6,2210.84,25206.8,5353.98,1209.76,7384.31,23722.3,-1770.35,-106290,-8538.22,654.642,-8517.23,-7586.08,8189.1,1716.79,-7459.34,8365.93,2279.37,6799.5,-3154.27,1352.66,-8024.16,7998.79,2355.64,4059.11,2348.27,5700.55,1047.24,-2570.82,-2675.19,7599.65,-615.356,6063.23,7357.96,8233.74,-2681.19,-7528.16,-212.794,8779.45,-3912.43,-5452.73,-6524.66,-28468.1,-22941.6,-5608.78,6688.45,-8807.18,-5844.24,6054.76,1418.68,10932.1,1914.72,-518.437,-1233.29,5209.58,-7833.89,-3056.55,8334.2,4030.45,834.016,5905,6555.12,-6849.37,-3998.25,6818.13,9235.63,5825.67,4071.45,-8072.88,-26323,35803.9,13443,1592.89,8181.67,2657.8,1664.34,8153.94,-8762.63,-218050,63944,405288,-10002.2,-7882.12,-12817.8
9.09,-4108.64,-7012.08,4430.94,6627.68,-2205.72,4699.96,-2618.87,8012.4,4676.99,8191.03,2420.18,5938.88,7265.36,5752.52,3750.26,3686,6629.62,1286.8,6178.52,-6461.73,31.2599,-3219.88,-2351.75,4445.25,-5995.1,3922.76,19282.4,-8516.94,-7393.85,8909.97,5148.06,6439.13,2955.56,8201.9,-583.752,6086.37,-7764.58,-1268.95,-5867.74,53143.5,-143733,66049.3,-8553.22,8066.95,3534.05,5768.18,2055.18,4261.45,-41117.7,17434.8,-79211.4,-6787.7,-4252.59,-5891.73,7778.59,-9269.39,-7125.68,223.746,6347.97,-7672.74,-41235.1,8913.77,25321.9,-3534.87,1810.51,-6908.91,-40375.7,2224.98,25295.6,5342.5,1241.37,7375.71,23752.2,-1774.92,-106425,-8536.83,654.119,-8515.67,-7583.02,8188.16,1714.71,-7462.37,8362.65,2280.38,6798.09,-3153.38,1353.69,-8022.33,8000.71,2360.41,4065.6,2346.26,5702.58,1047.33,-2569.33,-2674.33,7597.67,-611.328,6060.64,7356.76,8232.19,-2680.58,-7526.81,-212.692,8778.38,-3912.28,-5450.88,-6523.44,-28517.1,-22972.1,-5624.37,6688.56,-8806.26,-5843.87,6061.58,1413.14,10959,1914.5,-518.528,-1233.01,5209.69,-7832.47,-3056.24,8332.02,4029.88,835.225,5904,6553.83,-6848.42,-3997.71,6817.35,9234.04,5824.73,4071.99,-8071.19,-26439,35928.9,13479.8,1593.24,8179.36,2657.41,1664.07,8152.18,-8761,-218477,64074.5,406078,-10014.9,-7894.1,-12859.8
9.1,-4108.01,-7010.5,4430.47,6627.65,-2203.08,4700.28,-2618.49,8011.07,4676.23,8188.27,2418.19,5936.88,7263.66,5750.05,3749.55,3685.61,6627.99,1287.69,6177.69,-6459.9,31.0367,-3219.31,-2351.13,4445.18,-6004.2,3925.69,19313.3,-8516.05,-7392.97,8909.19,5135.02,6510.02,2913.43,8200.12,-586.613,6087.54,-7762.94,-1269.12,-5867.6,53202.6,-143924,66128.8,-8550.27,8065.92,3530.42,5766.29,2054.83,4262.12,-41167.2,17451.4,-79311.6,-6786.26,-4251.43,-5891.12,7776.79,-9268.13,-7123.57,224.573,6347.57,-7671.87,-41346.2,8946.36,25410.5,-3534.3,1809.87,-6907.64,-40484.8,2239.12,25384.5,5331.02,1272.98,7367.1,23782.1,-1779.49,-106559,-8535.44,653.594,-8514.12,-7579.96,8187.23,1712.67,-7465.42,8359.35,2281.37,6796.68,-3152.49,1354.73,-8020.47,8002.64,2365.17,4072.08,2344.25,5704.61,1047.42,-2567.83,-2673.46,7595.72,-607.297,6058.06,7355.55,8230.64,-2679.97,-7525.45,-212.59,8777.3,-3912.13,-5449.02,-6522.21,-28566.1,-23002.7,-5639.97,6688.68,-8805.34,-5843.5,6068.4,1407.61,10985.9,1914.27,-518.619,-1232.73,5209.81,-7831.05,-3055.94,8329.83,4029.3,836.436,5903,6552.54,-6847.47,-3997.16,6816.57,9232.44,5823.79,4072.53,-8069.5,-26555.1,36053.9,13516.6,1593.59,8177.04,2657.01,1663.8,8150.41,-8759.37,-218904,64205,406868,-10027.7,-7906.08,-12901.7
9.11,-4107.37,-7008.91,4429.99,6627.61,-2200.44,4700.59,-2618.11,8009.74,4675.48,8185.51,2416.21,5934.88,7261.96,5747.58,3748.85,3685.22,6626.37,1288.59,6176.85,-6458.07,30.8132,-3218.74,-2350.52,4445.12,-6013.3,3928.61,19344.2,-8515.15,-7392.09,8908.4,5121.98,6580.92,2871.31,8198.3,-589.474,6088.71,-7761.31,-1269.29,-5867.46,53261.7,-144115,66208.2,-8547.32,8064.89,3526.78,5764.39,2054.49,4262.8,-41216.7,17467.9,-79411.9,-6784.81,-4250.26,-5890.51,7774.97,-9266.87,-7121.46,225.401,6347.17,-7670.99,-41457.3,8978.95,25499.2,-3533.72,1809.22,-6906.37,-40593.9,2253.26,25473.4,5319.54,1304.59,7358.49,23812,-1784.06,-106694,-8534.05,653.07,-8512.56,-7576.9,8186.3,1710.67,-7468.5,8356.02,2282.34,6795.26,-3151.59,1355.76,-8018.58,8004.59,2369.92,4078.57,2342.24,5706.64,1047.52,-2566.33,-2672.6,7593.79,-603.263,6055.48,7354.35,8229.08,-2679.36,-7524.09,-212.488,8776.23,-3911.98,-5447.17,-6520.98,-28615,-23033.2,-5655.56,6688.79,-8804.42,-5843.13,6075.21,1402.08,11012.8,1914.04,-518.711,-1232.45,5209.93,-7829.62,-3055.64,8327.64,4028.72,837.649,5902,6551.25,-6846.53,-3996.62,6815.79,9230.84,5822.85,4073.08,-8067.81,-26671.2,36179,13553.4,1593.94,8174.73,2656.61,1663.53,8148.65,-8757.74,-219331,64335.6,407658,-10040.4,-7918.07,-12943.7
